"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","mxpsd","max","fog","NUM_COLLISIONS"
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,12,81,0,0.0770101797038335
"225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,13,81,1,-0.140780360707781
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,13,86,1,-0.304123266016492
"227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,15,86,0,0.3220245376669
"228",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,21,84.9,1,0.0407117563018978
"229",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,19,75.9,0,-0.267824842614556
"230",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,26,71.1,0,-0.186153389960201
"231",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,15.9,75.9,0,0.0225625446009299
"232",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,11.1,78.1,1,-0.204302601661168
"233",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,9.9,81,0,-0.0228104846514897
"234",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,15,77,0,0.358322961068835
"235",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,12,81,0,0.176830844059157
"236",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,11.1,81,1,0.0679355738533496
"237",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,8.9,80.1,1,0.104233997255285
"238",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,17.1,81,1,-0.204302601661168
"239",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,20,81,0,0.013487938750446
"240",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,11.1,73,0,0.312949931816416
"241",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,12,78.1,0,-0.0228104846514897
"242",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,15.9,78.1,1,-0.158929572408749
"243",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,21,75.9,0,-0.0500343022029415
"244",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,14,75.9,0,-0.131705754857297
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,15.9,73,0,0.258502296713512
"246",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,14,73,0,0.00441333289996205
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,12,73,1,0.494442048826094
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2020,12,81,1,0.675934165835773
"249",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,14,81,0,0.48536744297561
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2020,12,75.9,0,-0.140780360707781
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,14,75,0,-0.122631149006813
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,8,77,1,0.258502296713512
"253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,8,77,1,-0.149854966558265
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,7,77,1,0.349248355218351
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2020,22,75,1,0.385546778620287
"256",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,19,73,0,-0.0409596963524576
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2020,15,72,0,-0.57636144153101
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,20,75,0,-0.177078784109717
"259",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,20,75,0,-0.0681835139039094
"260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,13,69.1,0,-0.0137358788010058
"261",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,9.9,73,0,0.122383208956253
"262",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2020,22.9,73,0,0.294800720115448
"263",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,21,66.9,0,0.194980055760125
"264",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2020,20,63,0,-0.304123266016492
"265",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,22.9,63,0,0.013487938750446
"266",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,28,64.9,0,-0.0137358788010058
"267",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,18.1,71.1,0,0.430919807872707
"268",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2020,12,75.9,0,-0.104481937305845
"269",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2020,9.9,75.9,1,0.358322961068835
"270",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2020,8.9,73,1,0.194980055760125
"271",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2020,11.1,73,1,0.0588609680028656
"272",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,13,73,0,-0.0772581197543933
"273",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2020,8,68,1,0.0770101797038335
"274",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020,27,70,1,0.349248355218351
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020,17.1,70,0,0.213129267461092
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020,18.1,70,1,0.376472172769803
"277",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2020,8,68,0,0.131457814806737
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2020,11.1,66,0,-0.358570901119395
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020,14,59,0,-0.0591089080534255
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2020,12,64,0,0.149607026507705
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020,27,70,0,-0.00466127295052188
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020,22,64,0,0.213129267461092
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020,17.1,55,0,0.194980055760125
"284",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2020,21,70,0,-0.285974054315524
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2020,19,64,0,-0.549137623979558
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020,17.1,57.2,0,0.131457814806737
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2020,19,64.4,0,0.131457814806737
"288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020,15.9,66,0,0.222203873311576
"289",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020,14,66,1,0.0225625446009299
"290",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020,14,70,0,-0.0409596963524576
"291",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2020,29.9,63,0,0.240353085012544
"292",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2020,12,61,0,-0.0318850905019737
"293",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020,8,63,0,-0.295048660166008
"294",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2020,9.9,64,1,0.249427690863028
"295",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020,8,68,1,0.267576902563996
"296",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020,11.1,72,1,-0.403943930371815
"297",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020,11.1,68,1,0.258502296713512
"298",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2020,12,64,0,-0.0681835139039094
"299",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2020,21,55,0,-0.249675630913588
"300",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020,15,59,0,0.0497863621523817
"301",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2020,17.1,61,1,-0.422093142072783
"302",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020,17.1,61,0,0.00441333289996205
"303",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020,17.1,57.2,0,0.23127847916206
"304",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020,28.9,50,0,0.775754830191096
"305",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2020,17.1,48,0,0.23127847916206
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2020,17.1,61,0,-0.00466127295052188
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2020,22.9,46,0,0.167756238208673
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2020,24.1,48,0,-0.213377207511652
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2020,13,55,0,-0.0591089080534255
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2020,13,64.9,0,0.439994413723191
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2020,15,64.9,1,0.512591260527062
"312",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2020,17.1,68,1,0.185905449909641
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2020,9.9,71.1,0,0.158681632358189
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2020,8.9,71.1,1,0.0860847855543174
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2020,13,68,1,0.312949931816416
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2020,12,66,0,-0.0772581197543933
"317",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2020,22.9,64.9,1,0.167756238208673
"318",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2020,15,64.9,0,0.748531012639644
"319",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2020,20,55,0,-0.0954073314553612
"320",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2020,17.1,55,0,-0.521913806428106
"321",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2020,25.1,61,0,-0.0318850905019737
"322",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2020,15,62.1,0,-0.431167747923267
"323",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2020,21,54,0,-0.122631149006813
"324",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2020,22.9,51.1,0,-0.267824842614556
"325",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2020,26,62.1,0,0.449069019573675
"326",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2020,18.1,64.9,0,0.0497863621523817
"327",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2020,15.9,64.9,0,-0.78507737609214
"328",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2020,22,61,1,-0.0954073314553612
"329",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2020,22,61,0,0.140532420657221
"330",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2020,18.1,55.9,0,-0.295048660166008
"331",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2020,15.9,57.9,0,-0.957494887251335
"332",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2020,12,62.1,1,-0.267824842614556
"333",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2020,8.9,62.1,1,-0.630809076633913
"334",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2020,14,55,0,-0.549137623979558
"335",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2020,25.1,57.9,0,-0.0681835139039094
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,34,63,1,-0.358570901119395
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,22.9,63,0,-0.667107500035849
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,18.1,52,0,-0.512839200577622
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,18.1,59,0,0.57611350148045
"340",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,32.1,59,0,-0.27689944846504
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,27,41,0,-0.612659864932945
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,17.1,42.1,0,-0.249675630913588
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,22.9,39.2,0,-0.240601025063104
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,13,44.1,0,-0.258750236764072
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,17.1,48,0,0.0225625446009299
"346",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,12,54,0,0.358322961068835
"347",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,14,57.9,1,-0.213377207511652
"348",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,19,59,1,-0.394869324521331
"349",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,12,57,0,-0.53098841227859
"350",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,20,46,0,0.0588609680028656
"351",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,15,39.9,0,0.294800720115448
"352",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,34,46.9,0,-0.685256711736817
"353",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,25.1,46.9,0,-0.27689944846504
"354",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,15,39.9,0,-0.521913806428106
"355",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,9.9,48.9,0,-1.03916633990569
"356",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,13,48.9,0,-0.367645506969879
"357",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,20,46,0,0.104233997255285
"358",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,22,46,0,0.467218231274643
"359",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,19,53.1,0,0.0588609680028656
"360",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,28,59,1,-1.27510609201827
"361",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,27,59,0,-0.748778952690204
"362",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,15,44.1,0,-1.12991239841053
"363",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,14,52,0,-0.83045040534456
"364",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,19,52,0,-0.585436047381493
"365",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,19,48,0,-0.639883682484397
"366",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,24.1,53.6,0,-0.27689944846504
"367",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,14,54,0,-0.972205697923516
"368",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,22.9,53.1,1,-1.75634556596324
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,19,53.1,0,-2.47690652578352
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,21,44.1,0,-1.2901002390207
"371",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,19,44.1,0,-1.58680181071141
"372",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,22,39.9,0,-1.75634556596324
"373",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,17.1,41,0,-0.378802554542106
"374",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,13,41,0,-0.654311156826332
"375",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,18.1,37,0,-1.24771430020774
"376",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,18.1,39,0,-2.66764325044183
"377",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,8.9,44.1,0,-1.37487211664662
"378",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,12,44.1,0,-0.50596037098098
"379",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,9.9,42.1,0,-1.22652133080126
"380",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,11.1,46,0,-1.05697757554943
"381",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,11.1,46,0,-0.654311156826332
"382",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,24.1,53.1,0,-0.802661942671685
"383",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,28.9,53.1,0,-1.96827526002803
"384",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,22,45,0,-1.65038071893084
"385",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,15.9,45,0,-0.8874338202976
"386",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,17.1,41,0,-1.05697757554943
"387",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,17.1,41,0,-1.09936351436239
"388",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,12,44.1,0,-1.03578460614295
"389",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,19,44.1,0,-1.09936351436239
"390",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,25.1,35.1,0,-1.92588932121507
"391",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,19,34,0,-0.908626789704079
"392",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,12,37.9,0,-0.845047881484642
"393",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,12,41,0,-0.866240850891121
"394",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,21,41,0,-0.866240850891121
"395",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,27,37,0,-0.251644738103232
"396",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,27,23,0,-0.399995523948585
"397",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,14,28.9,0,-0.124486921664359
"398",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,27,41,0,-1.35367914724014
"399",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,28,43,1,-1.37487211664662
"400",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,15.9,43,0,-1.20532836139478
"401",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,13,37.9,0,-0.548346309793937
"402",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,15.9,44.1,0,0.49010919112353
"403",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,20,44.1,0,-0.590732248606895
"404",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,28.9,44.1,1,-1.26890726961422
"405",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,25.1,34,0,-0.039715044038443
"406",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,12,34,1,-1.56560884130493
"407",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,17.1,34,0,-0.50596037098098
"408",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,8.9,28.9,0,-0.0821009828514009
"409",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,20,28,0,-0.272837707509711
"410",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,13,32,0,-1.96827526002803
"411",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,13,37.9,0,-2.51929246459648
"412",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,12,39,0,-2.01066119884098
"413",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,20,50,1,-1.90469635180859
"414",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,19,50,0,-1.35367914724014
"415",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,9.9,37,1,-0.993398667329995
"416",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,22.9,35.6,0,-2.13781901527986
"417",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,20,34,0,-0.972205697923516
"418",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,21,30.9,0,-2.01066119884098
"419",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,19,43,0,-1.22652133080126
"420",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,21,44.1,0,-1.33248617783366
"421",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2021,15.9,46,0,-0.760276003858727
"422",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021,21,48,0,-0.717890065045769
"423",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,15,48,0,-0.039715044038443
"424",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,20,46.9,0,-1.6927666577438
"425",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,17.1,45,0,-1.92588932121507
"426",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2021,NA,46,0,-1.67157368833732
"427",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2021,22.9,39,0,-0.739083034452248
"428",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2021,39,43,0,-1.24771430020774
"429",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2021,NA,41,0,-0.866240850891121
"430",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2021,NA,34,0,0.0662498029939516
"431",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2021,NA,34,0,-1.09936351436239
"432",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2021,NA,32,0,-1.84111744358915
"433",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2021,NA,39,0,-1.12055648376887
"434",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2021,NA,48,0,-0.0821009828514009
"435",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2021,NA,45,0,-1.67157368833732
"436",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2021,NA,50,0,-0.336416615729148
"437",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2021,NA,55,0,0.744424824001277
"438",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2021,53,45,0,-1.07817054495591
"439",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2021,53,46,0,-1.24771430020774
"440",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2021,53,27,0,-1.05697757554943
"441",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2021,NA,34,0,-1.39606508605309
"442",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2021,NA,43,0,-1.26890726961422
"443",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2021,NA,43,0,-1.24771430020774
"444",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2021,27,41,0,0.129828711213388
"445",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2021,NA,43,0,-0.421188493355064
"446",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2021,NA,46,0,-0.8874338202976
"447",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2021,NA,54,0,-0.166872860477317
"448",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2021,NA,59,0,-0.421188493355064
"449",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2021,NA,54,0,-0.739083034452248
"450",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2021,NA,59,1,-0.972205697923516
"451",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2021,20,54,1,0.70203888518832
"452",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2021,NA,54,0,0.468916221717051
"453",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2021,53,52,1,-2.22259089290577
